,Date,Route,Operator,Aircraft Type,All Aboard,Passengers Aboard,Crew Aboard,Total Fatalities,Passenger Fatalities,Crew Fatalities,Year,Month,Season
2911,"May 14, 1977","Near Lusaka, Zambia",IAS Cargo,Boeing 707-321C,6,1,5,6,1,5,1977,May,Spring
2912,"May 16, 1977","New York, New York",New  York Helicopter,Sikorsky S61L,25,22,3,4,4,0,1977,May,Spring
2913,"May 27, 1977","Havana, Cuba",Aeroflot,Ilyushin IL-62M,69,59,10,67,57,10,1977,May,Spring
2914,"June 03, 1977","Natal, Brazil",Military - Brazilian Air Force,Embraer C-95 Bandeirante,18,16,2,18,16,2,1977,June,Summer
2915,"June 20, 1977","Salto-Nueva Hesperides, Uruguay",Fuerza Aérea Uruguaya,Embraer 110C Bandeirante,15,13,2,12,10,2,1977,June,Summer
2916,"June 21, 1977",Off Wake Island,Military - U.S. Navy,Lockheed EC-130Q,16,0,16,16,0,16,1977,June,Summer
2917,"July 06, 1977","Saint Louis, Missouri",Fleming International Airways,Lockheed L-188AF Electra,3,0,3,3,0,3,1977,July,Summer
2919,"July 14, 1977","Near Cuangar, Angola",Military - Angolan Air Force,Antonov AN-26,30,25,5,30,25,5,1977,July,Summer
2920,"July 20, 1977","Vitim, Russia",Aeroflot,Ilyushin IL-14M,40,34,6,40,34,6,1977,July,Summer
2921,"July 20, 1977","Jima, Ethiopia",Ethiopian Airlines,Douglas DC-3,5,2,3,5,2,3,1977,July,Summer
2922,"July 24, 1977","Near Puerto Montt, Chile",Military - Chilean Air Force,Douglas DC-6B,82,75,7,38,31,7,1977,July,Summer
2924,"August 01, 1977","Encino, California",Private KNBC Los Angeles,Bell 206B JetRanger,2,1,1,2,1,1,1977,August,Summer
2925,"August 20, 1977","San Jose, Costa Rica",Monarch Aviation,Convair CV-880,3,0,3,3,0,3,1977,August,Summer
2926,"August 25, 1977","Kona, Hawaii",Island Airways,Shorts SC-7 Skyvan 3-200,2,0,2,2,0,2,1977,August,Summer
2927,"September 02, 1977",Off Hong Kong,Transmeridian Air Cargo,Canadair CL-44D4-2,4,0,4,4,0,4,1977,September,Autumn
2928,"September 04, 1977","Near Cuenca, Ecuador",Servicios Aereos Nacionales Airways,Vickers Viscount 764D,33,29,4,33,29,4,1977,September,Autumn
2929,"September 06, 1977","Mt. Iliamna, Alaska",Alaska Aeronautical Industries,de Havilland Canada DHC-6 Twin Otter 200,13,11,2,13,11,2,1977,September,Autumn
2930,"September 08, 1977","Mt. Loi Hsam Hsao, Burma",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,19,16,3,19,16,3,1977,September,Autumn
2931,"September 12, 1977","Yakutat, Alaska",Safe Air Cargo,Douglas DC-7BF,4,0,4,4,0,4,1977,September,Autumn
2932,"September 14, 1977","Near Albuquerque, New Mexico",Military - U.S. Air Force,Boeing - EC-135K,20,0,20,20,0,20,1977,September,Autumn
2933,"September 22, 1977","Bucharest, Romania",Malev Hungarian Airlines,Tupolev TU-134,53,45,8,29,21,8,1977,September,Autumn
2934,"September 27, 1977","Kuala Lumpur,  Malaysia",Japan Air Lines,McDonnell Douglas DC-8-62H,79,69,10,34,26,8,1977,September,Autumn
2935,"October 20, 1977","Near Gillsburg, Mississippi",L & J Company,Convair CV-300,26,24,2,6,4,2,1977,October,Autumn
2937,"November 03, 1977","San Cristobal de las Casas, Mexico",Servicios Aereos Martinez Leon,Britten-Norman BN-2A-8 Trislander,13,12,1,13,12,1,1977,November,Autumn
2938,"November 19, 1977","Rome, Italy",Ethiopian Airlines,Boeing 707-360C,5,2,3,5,2,3,1977,November,Autumn
2939,"November 19, 1977","Near Funchal, Island of Madeira, Portugal",TAP (Air Portugal),Boeing B-727-282,164,156,8,131,125,6,1977,November,Autumn
2940,"November 21, 1977","Near Bariloche, Argentina",Austral Lineas Aeras (Argentina),BAC One-Eleven 420EL,79,74,5,46,41,5,1977,November,Autumn
2941,"November 26, 1977","Near Beziers, France",Military - French Air Force,Nord 2501 Noratlas,32,28,4,32,28,4,1977,November,Autumn
2942,"December 02, 1977","Near Al Bayda, Lebanon",Balkan Bulgarian Airlines,Tupolev TU-154B,165,159,6,59,59,0,1977,December,Winter
2943,"December 04, 1977","Straits of Johore, near Kampung Ladang, Malaysia",Malaysia Airlines,Boeing B-737-2H6,100,93,7,100,93,7,1977,December,Winter
2944,"December 08, 1977","Intracostal City, Louisiana",Petroleum Helicopter,SNIAS SA330J,19,18,1,17,16,1,1977,December,Winter
2945,"December 09, 1977","Tarko-Saley, USSR",Aeroflot,Antonov AN-24,23,18,5,17,13,4,1977,December,Winter
2946,"December 11, 1977","Hierro, Canary Islands",Military - U.S. Navy,Lockheed P-3B Orion,13,0,13,13,0,13,1977,December,Winter
2947,"December 13, 1977","Evansville, Indiana","National Jet Services Inc.,  (Air Indiana)",Douglas DC-3,29,26,3,29,26,3,1977,December,Winter
2948,"December 18, 1977","Near Salt Lake City, Utah",United Air Lines,Douglas DC-8-54F,3,0,3,3,0,3,1977,December,Winter
2949,"December 18, 1977","Off Madeira, Portugal",SATA,Aerospatiale Caravelle 10R,57,52,5,36,35,1,1977,December,Winter
2950,"December 19, 1977","Vieques, Puerto Rico",Vieques Air Link,Britten-Norman BN-2A Islander,10,9,1,5,5,0,1977,December,Winter
2951,"December 24, 1977","Willemstad, Curacao, Netherlands Antilles",Valley Air Service,Piper PA-31-350 Navajo,10,8,2,10,8,2,1977,December,Winter
2952,"December 29, 1977","Cuenca, Ecuador",Servicios Aereos Nacionales,Vickers Viscount 764 D,24,20,4,24,20,4,1977,December,Winter
2953,"January 01, 1978","Off Bandra, Maharashtra, India",Air India,Boeing B-747-237B,213,190,23,213,190,23,1978,January,Winter
2954,"January 27, 1978","Near San Vincente, Colombia",SADELCA,Douglas DC-3,14,10,4,14,10,4,1978,January,Winter
2955,"January 31, 1978","Eirunepe, Brazil",TABA,Embraer 110P Bandeirante,14,12,2,2,0,2,1978,January,Winter
2956,"February 10, 1978","Near Artigas, Uruguay",Uruguayan Air Force,Douglas C-47A-DL,44,40,4,44,40,4,1978,February,Winter
2957,"February 10, 1978","Richland, Washington",Columbia Pacific Airlines,Beechcraft 99,17,15,2,17,15,2,1978,February,Winter
2958,"February 11, 1978","Cranbrook, British Columbia, Canada",Pacific Western Airlines,Boeing B-737-275,49,44,5,42,38,4,1978,February,Winter
2959,"February 28, 1978","Solvang, California",Security Air,Aero Commander 500A,7,4,3,7,4,3,1978,February,Winter
2960,"March 01, 1978","LAX, Los Angeles, California",Continental Airlines,McDonnell Douglas DC-10-10,200,186,14,2,2,0,1978,March,Spring
2961,"March 02, 1978","Kano, Nigeria",Nigeria Airways,Fokker F-28 Fellowship 1000 / MiG-21,18,11,7,18,11,7,1978,March,Spring
2962,"March 03, 1978","Off Caracas, Venezuela",LAV - Linea Aeropostal Venezolana,British Aerospace 748 2A,47,43,4,47,43,4,1978,March,Spring
2963,"March 16, 1978","Vrastsa, Bulgaria",Balkan Bulgarian Airlines,Tupolev TU-134,73,66,7,73,66,7,1978,March,Spring
2964,"March 22, 1978","Near Riverside, California",Lake Havasu Air,Cessna T207A,6,5,1,6,5,1,1978,March,Spring
2965,"March 25, 1978","Okaraba, Burma",Burma Airways,Fokker F-27 Friendship 200,48,44,4,48,44,4,1978,March,Spring
2966,"April 04, 1978","Off Galveston, Texas",Air Logistics,Bell 212,6,4,2,3,3,0,1978,April,Spring
2967,"April 05, 1978","St. Thomas, Virgin Islands",Antilles Air,Grumman G-21,9,7,2,2,0,2,1978,April,Spring
2968,"April 20, 1978","Near Murmansk, Russia",Korean Airlines,Boeing B-707-321B,109,97,12,2,2,0,1978,April,Spring
2969,"April 29, 1978","Bogota, Colombia",LAC Colombia,Douglas C-118A,12,9,3,8,5,3,1978,April,Spring
2970,"May 08, 1978","Pensacola, Florida",National Airlines,Boeing B-727-235,58,52,6,3,3,0,1978,May,Spring
2971,"May 19, 1978","Pochinok, Russia",Aeroflot,Tupolev TU-154B,134,126,8,4,4,0,1978,May,Spring
2972,"June 23, 1978","Saint John's, Newfoundland",Gander Aviation,Beech Queen Air A80,10,8,2,10,8,2,1978,June,Summer
2973,"June 26, 1978","Off Bergen, Norway",Helikopter Service,Sikorsky S-61N,18,16,2,18,16,2,1978,June,Summer
2974,"June 26, 1978","Toronto, Canada",Air Canada,McDonnell Douglas DC-9-32,107,102,5,2,2,0,1978,June,Summer
2975,"August 14, 1978","Sogamoso, Bolivia",Aeropeca,Curtiss C-46,18,15,3,18,15,3,1978,August,Summer
2976,"August 26, 1978","Papun, Burma",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,14,11,3,14,11,3,1978,August,Summer
2977,"August 30, 1978","Las Vegas, Nevada",Las Vegas Airlines,Piper PA-31-350 Chieftain,10,9,1,10,9,1,1978,August,Summer
2978,"September 03, 1978","Conakry, Guinea",Air Guinee,Ilyushin IL-18,17,9,8,15,8,7,1978,September,Autumn
2979,"September 03, 1978","Coal Harbour, BC, Canada",AirWest Airlines,de havilland Canada Twin Otter 200,13,11,2,11,9,2,1978,September,Autumn
2980,"September 03, 1978","Near Kariba, Rhodesia (Zimbabwe)",Air Rhodesia,Vickers Viscount 782D,56,52,4,38,34,4,1978,September,Autumn
2981,"September 09, 1978","Wrangell, Alaska",Temesco Helicopter - Air Taxi,Soloy 12EJ3,3,2,1,3,2,1,1978,September,Autumn
2982,"September 09, 1978","Near Mexico City, Mexico",Lineas Areas del Centro,de Havilland Canada DHC-6 Twin Otter 100,21,19,2,18,17,1,1978,September,Autumn
2983,"September 13, 1978","Whittier, AK",Alaska Travel,de Havilland DHC-2,6,5,1,6,5,1,1978,September,Autumn
2984,"September 14, 1978","Paranaque, Philippines",Philippine Air Force,Fokker F-27 Friendship 200,28,24,4,21,17,4,1978,September,Autumn
2985,"September 25, 1978","San Diego, California",Pacific Southwest Airlines / Private,Boeing B-727-214 / Cessna 172,137,128,9,137,128,9,1978,September,Autumn
2986,"October 03, 1978","Near Kuopio, Finland",Military - Finish Air Force,Douglas C-47A-1-DK,15,12,3,15,12,3,1978,October,Autumn
2987,"October 03, 1978","Near Mandalay, Myanmar",Burma Airways,Fokker F-27 Friendship 600,44,40,4,2,1,1,1978,October,Autumn
2989,"October 07, 1978","Sverdlovsk, Russia",Aeroflot,Yakovlev YAK-40,38,34,4,38,34,4,1978,October,Autumn
2990,"October 08, 1978","Kenai, Alaska",Era Helicopter - Air Taxi,Bell 205-1,7,6,1,2,2,0,1978,October,Autumn
2992,"October 23, 1978","Gulf of Sivash, USSR",Aeroflot,Antonov AN-24B,26,21,5,26,21,5,1978,October,Autumn
2994,"November 15, 1978","Near Katunayake, Sri Lanka",Loftleidir Icelandic Airlines,McDonnell Douglas DC-8-Super 63CF,262,249,13,183,175,8,1978,November,Autumn
2995,"November 18, 1978","Off Marie Galante Island, West Indies",Air Guadeloupe,de Havilland Canada DHC-6 Twin Otter 300,20,19,1,15,14,1,1978,November,Autumn
2996,"November 19, 1978","Near Leh, India",Military - Indian Air Force,Antonov An-12,77,70,7,77,70,7,1978,November,Autumn
2997,"November 21, 1978","Near Rubio, Venezuela",Aereo el Venado,Douglas C-47A,27,24,3,27,24,3,1978,November,Autumn
2998,"November 25, 1978","Hydaburg, Alaska",Tyee Airlines,de Havilland DHC-2,5,4,1,5,4,1,1978,November,Autumn
2999,"December 04, 1978","Near Steamboat Springs, Coloado",Rocky Mountain Airways,de Havilland Canada DHC-6 Twin Otter 300,22,20,2,2,1,1,1978,December,Winter
3000,"December 16, 1978","Selvapiana, Italy",Air 70,Cessna 421 Golden Eagle,10,9,1,10,9,1,1978,December,Winter
3001,"December 17, 1978","Hyderabad, India",Indian Airlines,Boeing B-737-2A8,132,126,6,1,1,0,1978,December,Winter
3002,"December 23, 1978","Off Cinisi, Sicily, Italy",Alitalia,McDonnell Douglas DC-9-32,129,124,5,108,103,5,1978,December,Winter
3003,"December 28, 1978","Portland, Oregon",United Air Lines,McDonnell Douglas DC-8-61,189,181,8,10,8,2,1978,December,Winter
3004,"January 15, 1979","Minsk, Russia",Aeroflot,Antonov AN-24N,13,9,5,13,8,5,1979,January,Winter
3005,"January 24, 1979","Bechar, Algeria",Air Algerie,Nord 262A-44,23,20,3,14,14,0,1979,January,Winter
3006,"January 27, 1979","Rodez, France",Air Rouergue,Fokker F-27 Friendship 500,6,4,2,5,3,2,1979,January,Winter
3007,"January 30, 1979","125 miles ENE of Tokyo, Japan",Varig,Boeing B-707-326C,6,0,6,6,0,6,1979,January,Winter
3008,"February 08, 1979","Near Agudos, Brazil",TAM Lineas Aéreas Regional,Embraer 110C Bandeirante,18,16,2,18,16,2,1979,February,Winter
3009,"February 12, 1979","Near Kariba, Rhodesia",Air Rhodesia,Vickers Viscount 748D,59,54,5,59,54,5,1979,February,Winter
3010,"February 12, 1979","Clarksburg, West Virginia",Allegheny Airlines,Nord 262,25,22,3,2,1,1,1979,February,Winter
3011,"February 17, 1979","Manakau Harbor, New Zealand",Air New Zealand,Fokker F-27 Friendship 500,4,2,2,2,1,1,1979,February,Winter
3012,"February 19, 1979","Barentu, Ethiopia",Ethiopian Airlines,Douglas DC-3,5,2,3,5,2,3,1979,February,Winter
3013,"March 01, 1979","Gulfport, Mississippi",Universal Airways,Beech BE-70,8,7,1,8,7,1,1979,March,Spring
3014,"March 10, 1979","Off Marina del Rey, California",Swift Aire Lines Inc.,Aerospatiale Nord 262A-33,7,4,3,3,1,2,1979,March,Spring
3015,"March 14, 1979","Bejing, China",CAAC,Hawker Siddeley Trident 2E,12,0,12,12,0,12,1979,March,Spring
3016,"March 14, 1979","Near Doha Airport, Qatar",Alia Royal Jordanian Airlines,Boeing B-727-2D3,64,49,15,45,41,4,1979,March,Spring
3017,"March 17, 1979","Near Moscow, Russia",Aeroflot,Tupolev TU-104B,119,113,6,58,57,1,1979,March,Spring
3018,"March 26, 1979","Luanda, Angola",Interflug,Ilyushin IL-18D,10,6,4,10,6,4,1979,March,Spring
3019,"March 29, 1979","Ste. Foy, PQ, Canada",Quebecair,Fairchild F-27,24,21,3,17,14,3,1979,March,Spring
3020,"April 14, 1979","Off Avalon, California",Catalina Airlines,Grumman G-21 Goose,11,10,1,1,1,0,1979,April,Spring
3021,"April 18, 1979","Newark, New Jersey",New York Airways,Sikorsky S61-L,18,15,3,3,3,0,1979,April,Spring
3022,"April 23, 1979","Near Cuenca, Ecuador",SAETA,Vickers Viscount 785D,57,52,5,57,52,5,1979,April,Spring
3023,"May 25, 1979","Bullen Point, Alaska",Sea Airmotive,de Havilland Canada DHC-4A Caribou,3,0,3,3,0,3,1979,May,Spring
3024,"May 25, 1979","Chicago O'Hare, Illinois",American Airlines,McDonnell Douglas DC-10-10,271,258,13,271,258,13,1979,May,Spring
3025,"May 27, 1979","Off Dakar, Senegal",Military - Mauritanian Air Force,de Havilland Canada DHC-5D Buffalo,12,7,5,12,7,5,1979,May,Spring
3026,"May 30, 1979","Rockland, Maine",Downeast Airlines,de Havilland DHC-6-200,18,16,2,17,15,2,1979,May,Spring
3027,"June 07, 1979","Near Leh, India",Military - Indian Air Force,Hindustan Aeronautics 748-2M,27,0,27,27,0,27,1979,June,Summer
3028,"June 17, 1979","Hyannis, Massachusetts",Air New England,de Havilland Canada DHC-6 Twin Otter 300,10,8,2,1,0,1,1979,June,Summer
3029,"July 11, 1979","Near Medan Airfield, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,61,57,4,61,57,4,1979,July,Summer
3030,"July 12, 1979","Bua, Fiji",Fiji Air Services,Britten Norman BN-2A Trislander,9,8,1,9,8,1,1979,July,Summer
3031,"July 12, 1979","Anchorage, Alaska",Soldotna Air Services,Cessna 402B,7,6,1,7,6,1,1979,July,Summer
3032,"July 23, 1979","Beirut, Lebanon",Trans Mediterranean Airways,Boeing 707-327C,6,0,6,6,0,6,1979,July,Summer
3033,"July 24, 1979","St. Croix, Virgin Islands",Prinair,de Havilland DH-114 Heron,21,19,2,8,7,1,1979,July,Summer
3034,"July 31, 1979","Off Sumburgh, Shetlands, Scotland",Dan Air Services,Hawker Siddeley HS-748-1,47,44,3,17,15,2,1979,July,Summer
3035,"August 02, 1979","Canton, Ohio",Private,Cessna  501 Citation,3,2,1,1,0,1,1979,August,Summer
3036,"August 03, 1979","Leningrad, USSR",Aeroflot,LET 410M turbojet,14,12,2,14,12,2,1979,August,Summer
3037,"August 04, 1979","Near Panvel, India",Indian Airlines,Hindustan Aeronautics 748 2-224,45,40,5,45,40,5,1979,August,Summer
3038,"August 11, 1979","Near Volgograd, Russia",Aeroflot / Aeroflot,Tupolev TU-134A / Tupolev Tu-134A,178,155,13,178,155,13,1979,August,Summer
3039,"August 24, 1979","Near Enisseysk, USSR",Aeroflot,Antonov AN-12,16,10,6,11,5,6,1979,August,Summer
3040,"August 29, 1979","Near Kirsanov, Russia",Aeroflot,Tupolev TU-124,63,58,5,63,58,5,1979,August,Summer
3041,"September 03, 1979","Andema, Russia",Aeroflot,Antonov AN-24,44,37,7,40,35,5,1979,September,Autumn
3042,"September 11, 1979","Off Taipei, Taiwan",China Airlines (Taiwan),Boeing 707-324C,6,0,6,6,0,6,1979,September,Autumn
3043,"September 14, 1979","Near Klamath Falls, Oregon",Butler Aviation Inc.,Douglas DC-7,12,10,2,12,10,2,1979,September,Autumn
3044,"September 14, 1979","Near Sarroch,  Italy",Aero Transporti Italiani,McDonnell Douglas DC-9-32,31,27,4,31,27,4,1979,September,Autumn
3045,"September 18, 1979","Blink Horn Point, Canada",Pacific Coastal Airlines,Britten Norman BN-7A lslander,9,8,1,4,8,1,1979,September,Autumn
3046,"September 19, 1979","Merced, California",Military - U.S. Air Force,Boeing KC-135A,5,0,5,5,0,5,1979,September,Autumn
3047,"September 30, 1979","Porpoise Bay, British Columbia Canada",West Coast Air,de Havilland Canada DHC-6 Twin Otter 200,16,14,2,2,1,1,1979,September,Autumn
3048,"October 07, 1979","Athens, Greece",Swissair,McDonnell Douglas DC-8-62,156,145,11,14,14,0,1979,October,Autumn
3049,"October 08, 1979","Covington, Kentucky",Comair,Piper PA-31,8,7,1,8,7,1,1979,October,Autumn
3050,"October 27, 1979","Lensk, Russia",Aeroflot,Antonov An-2TP,12,10,2,3,2,1,1979,October,Autumn
3051,"October 31, 1979","Mexico City, Mexico",Western Airlines,McDonnell Douglas DC-10-10,88,77,11,72,63,9,1979,October,Autumn
3052,"November 15, 1979","Near Chicago, Illinois",American Airlines,Boeing B-727,78,72,6,0,0,0,1979,November,Autumn
3053,"November 16, 1979","Vologda, Russia",Aeroflot,Yakovlev YAK-40,5,0,5,3,0,3,1979,November,Autumn
3054,"November 18, 1979","Granger, Utah",Transamerica Airlines,Lockheed L-188CF Electra,3,0,3,3,0,3,1979,November,Autumn
3055,"November 26, 1979","Near At Ta'if, Jeddah, Saudi Arabia",Pakistan International Airlines,Boeing B-707-340C,156,145,11,156,145,11,1979,November,Autumn
3056,"November 28, 1979","Near Mt. Erebus, Ross Ice Shelf, Antarctica",Air New Zealand,McDonnell Douglas DC-10-30,257,237,20,257,237,20,1979,November,Autumn
3057,"November 30, 1979","San Andres Island, Colombia",Aerolineas La Gaviola,Grumman G-21 Goose,9,7,2,9,7,2,1979,November,Autumn
3058,"December 09, 1979","Cherskiy, Russia",Aeroflot,Antonov AN-26,7,2,5,7,2,5,1979,December,Winter
3060,"December 18, 1979","Cerro Toledo Mountain, Colombia",SATENA,Douglas DC-4 (C-54),21,16,5,21,16,5,1979,December,Winter
3061,"December 22, 1979","Near Puerto Esperanza, Peru",Fuerza Aérea del Peru,de Havilland Canada DHC-5 Buffalo,29,24,5,29,24,5,1979,December,Winter
3062,"December 23, 1979","Ankara, Turkey",Turkish Airlines (THY),Fokker F-28 Fellowship 1000,45,41,4,41,38,3,1979,December,Winter
3063,"December 23, 1979","Menari, Papua New Guinea",Douglas Airways,GAF Nomad 22B,16,14,2,16,14,2,1979,December,Winter
3064,"January 02, 1980",Haiti,Haïti Air Inter,Britten Norman BN Islander,9,8,1,9,8,1,1980,January,Winter
3065,"January 11, 1980",Over the Atlantic Ocean,Private charter,Cessna 441 Conquest,2,1,1,2,1,1,1980,January,Winter
3066,"January 14, 1980","Shungnak, Alaska",Ambler Air Service,Cessna 185A,9,8,1,7,6,1,1980,January,Winter
3067,"January 21, 1980","Elburz Mtns., near Tehran, Iran",Iran Air,Boeing B-727-86,128,120,8,128,120,8,1980,January,Winter
3068,"January 23, 1980","Mt. Cemonyet,  Indonesia",Pelita Air Service,CASA 212 Aviocar 100,13,10,3,13,10,3,1980,January,Winter
3070,"February 03, 1980","Baracoa, Cuba",Cubana de Aviacon,Yakovlev YAK-40,37,33,4,1,1,0,1980,February,Winter
3071,"February 21, 1980","Leeville, Louisiana",Rotor Airs Inc - Air Taxi,Sikorsky S-62A,7,6,1,6,6,0,1980,February,Winter
3072,"February 21, 1980","Sydney, NSW, Australia",Advance Airlines,Beechcraft Super King Air 200,13,12,1,13,12,1,1980,February,Winter
3074,"February 27, 1980","Manila, Philippines",China Airlines (Taiwan),Boeing B-707-309C,135,124,11,2,2,0,1980,February,Winter
3075,"March 14, 1980","Near Warsaw, Poland",LOT Polish Airlines,Ilyushin IL-62,87,77,10,87,77,10,1980,March,Spring
3076,"March 14, 1980","Near Yenice, Turkey",Military - U.S. Air Force,Lockheed C-130H,18,12,6,18,12,6,1980,March,Spring
3077,"March 21, 1980","Houston, Texas",Eagle Commuter,Piper PA-28-180,10,8,2,7,5,2,1980,March,Spring
3079,"April 12, 1980","Florianopolis, Brazil",Transbrasil,Boeing B-727-27C,58,50,8,55,47,8,1980,April,Spring
3080,"April 14, 1980","Krasnoyarsk, Russia",Aeroflot,Antonov An-24B,53,49,4,2,2,0,1980,April,Spring
3081,"April 24, 1980","Posht-i-Badam, Iran",Military - U.S. Air Force,Lockheed EC-130E Hercules,7,0,7,5,0,5,1980,April,Spring
3082,"April 25, 1980","Tenerife, Canary Islands",Dan Air Services,Boeing B-727-64,146,138,8,146,138,8,1980,April,Spring
3083,"April 27, 1980","Don Muang, Thailand",Thai Airways,Hawker Siddeley HS-748-2,53,49,4,44,40,4,1980,April,Spring
3084,"June 02, 1980","Near Yachiba, Bolivia",Lloyd Aereo Boliviano,Fairchild F-27J,13,10,3,13,10,3,1980,June,Summer
3085,"June 08, 1980","Near Matala, Angola",Lineas Aereas de Angola,Yakovlev YAK-40,29,25,4,29,25,4,1980,June,Summer
3086,"June 12, 1980","Near Dushanbe, Russia",Aeroflot,Yakovlev YAK-40,29,25,4,29,25,4,1980,June,Summer
3087,"June 12, 1980","Valley, Nebraska",Air Wisconsin,Swearingen 226TC Metro II,15,13,2,13,11,2,1980,June,Summer
